table,source_id,ordinal,original_field,logical_name,original_type,csv_field,csv_reader_type,status,duckdb_fields,duckdb_types,conversion,original_line
L0UR_SEARCH_HISTORY,hackathon_search_history,19,BQ_LOAD_DTTM,BQ적재일시,DATETIME,BQ_LOAD_DTTM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",41
L0UR_SEARCH_HISTORY,hackathon_search_history,20,BQ_LOAD_USER_ID,BQ적재사용자ID,STRING,BQ_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",43
L0UR_FEEDBACK,hackathon_search_feedback,1,CZ_LNK_KEY,CSZ 연결키,INTEGER,CZ_LNK_KEY,str / None,분석 필드 변환,customer_id,VARCHAR,customer_id: 문자열 고객키의 SHA-256 앞 24자리 + customer_ 접두사,3
L0UR_FEEDBACK,hackathon_search_feedback,2,P_YYYYMMDD,기준일(파티션키),DATE,P_YYYYMMDD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",5
L0UR_FEEDBACK,hackathon_search_feedback,3,ID,테이블 PK,INTEGER,ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음; event_id 생성에 사용하지 않음",7
L0UR_FEEDBACK,hackathon_search_feedback,4,RUN_ID,검색 실행 ID,STRING,RUN_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음; event_id 생성에 사용하지 않음",9
L0UR_FEEDBACK,hackathon_search_feedback,5,FEEDBACK_TYPE,피드백 타입,STRING,FEEDBACK_TYPE,str / None,분석 필드 변환,outcome,VARCHAR,outcome: 문자열 변환; 제외 패턴 일치 값은 unknown,11
L0UR_FEEDBACK,hackathon_search_feedback,6,REASON,피드백 사유,STRING,REASON,str / None,분석 필드 변환,text; dim_reason,VARCHAR; VARCHAR,"text: 문자열 변환; dim_reason: 공통 이벤트 dimensions.reason에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",13
L0UR_FEEDBACK,hackathon_search_feedback,7,OPTION,피드백의 세부 선택 옵션,STRING,OPTION,str / None,분석 필드 변환,topic,VARCHAR,topic: 문자열 변환; 제외 패턴 일치 값은 unknown,15
L0UR_FEEDBACK,hackathon_search_feedback,8,BQ_LOAD_DTTM,BQ적재일시,DATETIME,BQ_LOAD_DTTM,str / None,분석 필드 변환,occurred_at,TIMESTAMP,"occurred_at: Asia/Seoul로 해석 후 UTC 변환, timezone 정보 제거",17
L0UR_FEEDBACK,hackathon_search_feedback,9,BQ_LOAD_USER_ID,BQ적재사용자ID,STRING,BQ_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",19
L1RA_VOC_STT_DTL_H,hackathon_voc,1,P_YYYYMMDD,기준일(파티션키),DATE,P_YYYYMMDD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",1
L1RA_VOC_STT_DTL_H,hackathon_voc,2,CZ_LNK_KEY,CSZ연결키,INTEGER,CZ_LNK_KEY,str / None,분석 필드 변환,customer_id,VARCHAR,customer_id: 문자열 고객키의 SHA-256 앞 24자리 + customer_ 접두사,3
L1RA_VOC_STT_DTL_H,hackathon_voc,3,BASE_DT,기준일자,STRING,BASE_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",5
L1RA_VOC_STT_DTL_H,hackathon_voc,4,CALL_ID,콜ID,STRING,CALL_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음; event_id 생성에 사용하지 않음",7
L1RA_VOC_STT_DTL_H,hackathon_voc,5,AGNT_ID,대리인ID,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,9
L1RA_VOC_STT_DTL_H,hackathon_voc,6,CALL_CRTE_DTTM,콜생성일시,DATETIME,CALL_CRTE_DTTM,str / None,분석 필드 변환,occurred_at,TIMESTAMP,"occurred_at: Asia/Seoul로 해석 후 UTC 변환, timezone 정보 제거",11
L1RA_VOC_STT_DTL_H,hackathon_voc,7,CALL_STRT_DT,콜시작일자,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,13
L1RA_VOC_STT_DTL_H,hackathon_voc,8,CALL_STRT_TM,콜시작시간,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,15
L1RA_VOC_STT_DTL_H,hackathon_voc,9,CALL_NXT_STRT_TM,콜다음시작시간,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,17
L1RA_VOC_STT_DTL_H,hackathon_voc,10,CALL_END_DT,콜종료일자,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,19
L1RA_VOC_STT_DTL_H,hackathon_voc,11,CALL_END_TM,콜종료시간,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,21
L1RA_VOC_STT_DTL_H,hackathon_voc,12,CUST_CNSL_TM,고객상담시간,INTEGER,CUST_CNSL_TM,str / None,분석 필드 변환,measure_consult_seconds,DOUBLE,measure_consult_seconds: 정수 파싱 후 DOUBLE; 단위 seconds,23
L1RA_VOC_STT_DTL_H,hackathon_voc,13,CUST_CNTT_TLNO,고객연락전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,25
L1RA_VOC_STT_DTL_H,hackathon_voc,14,TEAM_CD,팀코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,27
L1RA_VOC_STT_DTL_H,hackathon_voc,15,TEAM_NM,팀명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,29
L1RA_VOC_STT_DTL_H,hackathon_voc,16,CSCT_CD,상담실코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,31
L1RA_VOC_STT_DTL_H,hackathon_voc,17,CSCT_NM,상담실명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,33
L1RA_VOC_STT_DTL_H,hackathon_voc,18,CNTR_CD,센터코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,35
L1RA_VOC_STT_DTL_H,hackathon_voc,19,CNTR_NM,센터명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,37
L1RA_VOC_STT_DTL_H,hackathon_voc,20,CALL_DIVS_CD,콜구분코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,39
L1RA_VOC_STT_DTL_H,hackathon_voc,21,TRRC_DIVS_CD,송수신구분코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,41
L1RA_VOC_STT_DTL_H,hackathon_voc,22,STT_TXT_CNTN,STT텍스트내용,STRING,STT_TXT_CNTN,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",43
L1RA_VOC_STT_DTL_H,hackathon_voc,23,INQU_CNTN,문의내용,STRING,INQU_CNTN,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",45
L1RA_VOC_STT_DTL_H,hackathon_voc,24,CSLR_PRSS_CNTN,상담사처리내용,STRING,CSLR_PRSS_CNTN,str / None,분석 필드 변환,dim_resolution,VARCHAR,"dim_resolution: 공통 이벤트 dimensions.resolution에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",47
L1RA_VOC_STT_DTL_H,hackathon_voc,25,CSLR_UTRT_CNTN,상담사미처리내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,49
L1RA_VOC_STT_DTL_H,hackathon_voc,26,CNSL_ALL_SMRY_CNTN,상담전체요약내용,STRING,CNSL_ALL_SMRY_CNTN,str / None,분석 필드 변환,text,VARCHAR,text: 문자열 변환,51
L1RA_VOC_STT_DTL_H,hackathon_voc,27,CUST_SNMT_NM,고객감정명,STRING,CUST_SNMT_NM,str / None,분석 필드 변환,outcome,VARCHAR,outcome: 문자열 변환; 제외 패턴 일치 값은 unknown,53
L1RA_VOC_STT_DTL_H,hackathon_voc,28,CNSL_SBJC_TIT_NM,상담주제제목명,STRING,CNSL_SBJC_TIT_NM,str / None,분석 필드 변환,dim_subject,VARCHAR,"dim_subject: 공통 이벤트 dimensions.subject에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",55
L1RA_VOC_STT_DTL_H,hackathon_voc,29,CSLR_PRSS_UTRT_CNTN,상담사처리미처리내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,57
L1RA_VOC_STT_DTL_H,hackathon_voc,30,CNSL_SCLS_CD,상담소분류코드,STRING,CNSL_SCLS_CD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",59
L1RA_VOC_STT_DTL_H,hackathon_voc,31,CNSL_THMA_NM,상담테마명,STRING,CNSL_THMA_NM,str / None,분석 필드 변환,topic,VARCHAR,topic: 문자열 변환; 제외 패턴 일치 값은 unknown,61
L1RA_VOC_STT_DTL_H,hackathon_voc,32,THMA_CNSL_BGN_YN,테마상담신규여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,63
L1RA_VOC_STT_DTL_H,hackathon_voc,33,CNSL_THMA_SMRY_CNTN,상담테마요약내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,65
L1RA_VOC_STT_DTL_H,hackathon_voc,34,INTG_USER_ID,통합사용자ID,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,67
L1RA_VOC_STT_DTL_H,hackathon_voc,35,SVC_CD,서비스코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,69
L1RA_VOC_STT_DTL_H,hackathon_voc,36,ENTR_NO,가입번호,STRING,ENTR_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",71
L1RA_VOC_STT_DTL_H,hackathon_voc,37,CUST_NO,고객번호,STRING,CUST_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",73
L1RA_VOC_STT_DTL_H,hackathon_voc,38,CNSL_RSPO_CNT,상담응대건수,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,75
L1RA_VOC_STT_DTL_H,hackathon_voc,39,N01_CUST_RSPO_SQNO,01고객응대누적번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,77
L1RA_VOC_STT_DTL_H,hackathon_voc,40,N01_CUST_RSPO_TME,01고객응대시각,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,79
L1RA_VOC_STT_DTL_H,hackathon_voc,41,N01_CLPR_TLNO,01통화자전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,81
L1RA_VOC_STT_DTL_H,hackathon_voc,42,N01_RSPO_SCLS_CD,01응대소분류코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,83
L1RA_VOC_STT_DTL_H,hackathon_voc,43,N01_RSPO_SCLS_NM,01응대소분류명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,85
L1RA_VOC_STT_DTL_H,hackathon_voc,44,N01_CUST_RSPO_MEMO_CNTN,01고객응대메모내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,107
L1RA_VOC_STT_DTL_H,hackathon_voc,45,N02_CUST_RSPO_SQNO,02고객응대누적번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,109
L1RA_VOC_STT_DTL_H,hackathon_voc,46,N02_CUST_RSPO_TME,02고객응대시각,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,111
L1RA_VOC_STT_DTL_H,hackathon_voc,47,N02_CLPR_TLNO,02통화자전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,113
L1RA_VOC_STT_DTL_H,hackathon_voc,48,N02_RSPO_SCLS_CD,02응대소분류코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,115
L1RA_VOC_STT_DTL_H,hackathon_voc,49,N02_RSPO_SCLS_NM,02응대소분류명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,117
L1RA_VOC_STT_DTL_H,hackathon_voc,50,N02_CUST_RSPO_MEMO_CNTN,02고객응대메모내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,139
L1RA_VOC_STT_DTL_H,hackathon_voc,51,N03_CUST_RSPO_SQNO,03고객응대누적번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,141
L1RA_VOC_STT_DTL_H,hackathon_voc,52,N03_CUST_RSPO_TME,03고객응대시각,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,143
L1RA_VOC_STT_DTL_H,hackathon_voc,53,N03_CLPR_TLNO,03통화자전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,145
L1RA_VOC_STT_DTL_H,hackathon_voc,54,N03_RSPO_SCLS_CD,03응대소분류코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,147
L1RA_VOC_STT_DTL_H,hackathon_voc,55,N03_RSPO_SCLS_NM,03응대소분류명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,149
L1RA_VOC_STT_DTL_H,hackathon_voc,56,N03_CUST_RSPO_MEMO_CNTN,03고객응대메모내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,171
L1RA_VOC_STT_DTL_H,hackathon_voc,57,N04_CUST_RSPO_SQNO,04고객응대누적번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,173
L1RA_VOC_STT_DTL_H,hackathon_voc,58,N04_CUST_RSPO_TME,04고객응대시각,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,175
L1RA_VOC_STT_DTL_H,hackathon_voc,59,N04_CLPR_TLNO,04통화자전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,177
L1RA_VOC_STT_DTL_H,hackathon_voc,60,N04_RSPO_SCLS_CD,04응대소분류코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,179
L1RA_VOC_STT_DTL_H,hackathon_voc,61,N04_RSPO_SCLS_NM,04응대소분류명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,181
L1RA_VOC_STT_DTL_H,hackathon_voc,62,N04_CUST_RSPO_MEMO_CNTN,04고객응대메모내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,203
L1RA_VOC_STT_DTL_H,hackathon_voc,63,N05_CUST_RSPO_SQNO,05고객응대누적번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,205
L1RA_VOC_STT_DTL_H,hackathon_voc,64,N05_CUST_RSPO_TME,05고객응대시각,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,207
L1RA_VOC_STT_DTL_H,hackathon_voc,65,N05_CLPR_TLNO,05통화자전화번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,209
L1RA_VOC_STT_DTL_H,hackathon_voc,66,N05_RSPO_SCLS_CD,05응대소분류코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,211
L1RA_VOC_STT_DTL_H,hackathon_voc,67,N05_RSPO_SCLS_NM,05응대소분류명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,213
L1RA_VOC_STT_DTL_H,hackathon_voc,68,N05_CUST_RSPO_MEMO_CNTN,05고객응대메모내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,235
L1RA_VOC_STT_DTL_H,hackathon_voc,69,BQ_LOAD_DTTM,BQ적재일시,DATETIME,BQ_LOAD_DTTM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",237
L1RA_VOC_STT_DTL_H,hackathon_voc,70,BQ_LOAD_USER_ID,BQ적재사용자ID,STRING,BQ_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",239
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,1,P_YYYYMMDD,기준일(파티션키),DATE,P_YYYYMMDD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",5
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,2,BASE_YYMM,기준년월,STRING,BASE_YYMM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",7
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,3,MM_LAST_DT_YN,월마지막일자여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,9
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,4,ENTR_NO,가입번호,STRING,ENTR_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",11
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,5,ENTR_SVC_SEQNO,가입상품누적번호,STRING,ENTR_SVC_SEQNO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",13
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,6,CUST_NO,고객번호,STRING,CUST_NO,str / None,분석 필드 변환,customer_id,VARCHAR,customer_id: 문자열 고객키의 SHA-256 앞 24자리 + customer_ 접두사,15
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,7,PRD_NO,상품번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,17
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,8,AGE_SGMT_NM,연령세그먼트명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,19
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,9,BILL_ACNT_NO,청구계정번호,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,21
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,10,PROD_CD,상품코드,STRING,PROD_CD,str / None,분석 필드 변환,dim_product_code,VARCHAR,"dim_product_code: 공통 이벤트 dimensions.product_code에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",23
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,11,PROD_NM,상품명,STRING,PROD_NM,str / None,분석 필드 변환,topic; text,VARCHAR; VARCHAR,topic: 문자열 변환; 제외 패턴 일치 값은 unknown; text: 문자열 변환,25
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,12,CATG_LVL1_NM,카테고리1레벨명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,27
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,13,CATG_LVL2_NM,카테고리2레벨명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,29
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,14,CATG_LVL3_NM,카테고리3레벨명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,31
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,15,CATG_LVL4_NM,카테고리4레벨명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,33
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,16,BUY_PRC_YN,구매가격여부,STRING,BUY_PRC_YN,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",35
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,17,BILL_KD_CD,청구유형코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,37
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,18,VAT_XCLN_AMT,부가세제외금액,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,39
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,19,VAT_INCL_ALL_AMT,부가세포함전체금액,INTEGER,VAT_INCL_ALL_AMT,str / None,분석 필드 변환,measure_amount_krw,DOUBLE,measure_amount_krw: 정수 파싱 후 DOUBLE; 단위 KRW,41
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,20,PAC_YN,패키지여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,43
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,21,PAC_DIVS_CD,패키지구분코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,45
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,22,RTNG_DIVS_CD,과금구분코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,51
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,23,PROD_CSTC_CNTN,상품구성내용,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,57
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,24,KPI_YN,KPI여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,59
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,25,ARST_INCL_YN,실적포함여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,61
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,26,SVC_KD_CD,상품유형코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,63
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,27,SVC_STTS_CD,상품상태코드,STRING,SVC_STTS_CD,str / None,분석 필드 변환,action,VARCHAR,action: 문자열 변환,65
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,28,SVC_STTS_NM,상품상태명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,67
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,29,SVC_STRT_DT,서비스시작일자,DATE,SVC_STRT_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",69
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,30,SVC_END_DT,서비스종료일자,DATE,SVC_END_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",71
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,31,BGN_YN,신규여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,73
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,32,SRVL_YN,잔존여부,STRING,SRVL_YN,str / None,분석 필드 변환,outcome,VARCHAR,outcome: 문자열 변환; 제외 패턴 일치 값은 unknown,75
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,33,EXPY_YN,해지여부,STRING,EXPY_YN,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",77
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,34,PROD_ENTR_DAYS,상품가입일수,INTEGER,PROD_ENTR_DAYS,str / None,분석 필드 변환,measure_subscription_days,DOUBLE,measure_subscription_days: 정수 파싱 후 DOUBLE; 단위 days,79
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,35,PROD_ENTR_MMCT,상품가입개월수,INTEGER,PROD_ENTR_MMCT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",81
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,36,PAC_CMPT_PROD_YN,패키지구성품상품여부,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,83
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,37,PAC_PROD_CD,패키지상품코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,85
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,38,PAC_PROD_NM,패키지상품명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,87
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,39,PAC_PROD_STRT_DT,패키지상품시작일자,DATE,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,89
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,40,PAC_PROD_END_DT,패키지상품종료일자,DATE,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,91
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,41,SVC_FRST_STRT_DT,상품최초시작일자,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,93
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,42,SVC_STRT_RSN_CD,상품시작사유코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,95
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,43,SVC_STRT_RSN_NM,상품시작사유명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,97
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,44,SVC_END_RSN_CD,상품종료사유코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,99
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,45,SVC_END_RSN_NM,상품종료사유명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,101
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,46,RSV_END_YN,예약종료여부,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,103
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,47,RSV_END_DT,예약종료일자,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,105
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,48,BASF_AMT,기본료금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,107
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,49,BASF_DACAL_YN,기본료일할계산여부,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,109
L2ZI_MBL_VAS_ENTR_INFO_DALY_H,hackathon_vas_subscription,50,PP_DPND_YN,요금제종속여부,INTEGER,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,111
