table,source_id,ordinal,original_field,logical_name,original_type,csv_field,csv_reader_type,status,duckdb_fields,duckdb_types,conversion,original_line
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,91,THMN_YO_PNT_USE_AMT,당월YO포인트사용금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,191
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,92,THMN_AIR_MLGE_PNT_AMT,당월항공마일리지부여금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,193
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,93,CNTRB_PRFT_AMT,공헌이익금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,195
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,94,MBOOK_AMT,머니북금액,NUMERIC,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,199
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,95,DP_LOAD_DTTM,데이터처리적재시간,DATETIME,DP_LOAD_DTTM,str / None,분석 필드 변환,occurred_at,TIMESTAMP,"occurred_at: Asia/Seoul로 해석 후 UTC 변환, timezone 정보 제거",201
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,96,DP_LOAD_USER_ID,데이터처리사용자아이디,STRING,DP_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",203
L1BAT_CUST_BLNG_AND_BNFT_SUM,hackathon_billing_profile,97,SEX_DV_CD,성별구분코드,STRING,SEX_DV_CD,str / None,분석 필드 변환,dim_sex,VARCHAR,"dim_sex: 공통 이벤트 dimensions.sex에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",205
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,1,CSZ_LNK_KEY,CSZ_연결키,INT64,CSZ_LNK_KEY,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",3
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,2,P_YYYYMM,기준연월(최저치),INT64,P_YYYYMM,str / None,분석 필드 변환,dim_billing_month,VARCHAR,"dim_billing_month: 공통 이벤트 dimensions.billing_month에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",4
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,3,ENTR_NO,가입번호,STRING,ENTR_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",5
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,4,CUST_NO,고객번호,STRING,CUST_NO,str / None,분석 필드 변환,customer_id,VARCHAR,customer_id: 문자열 고객키의 SHA-256 앞 24자리 + customer_ 접두사,6
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,5,BILL_ACNT_NO,청구계정번호,STRING,BILL_ACNT_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",7
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,6,PROD_NO,상품번호,STRING,PROD_NO,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",8
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,7,AG10_AGJU_ID,10대연령확인,INT64,AG10_AGJU_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",9
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,8,CUST_AGE,고객연령,INT64,CUST_AGE,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",10
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,9,SEX_DIVS_CD,성별구분코드,STRING,SEX_DIVS_CD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",11
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,10,SEX_DIVS_NM,성별구분명,STRING,SEX_DIVS_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",12
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,11,CUST_BRTH_YEAR,고객출생년월,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,13
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,12,CUST_KD_CD,고객유형코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,14
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,13,CUST_KD_NM,고객유형명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,15
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,14,PP_CD,요금제코드,STRING,PP_CD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",16
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,15,PP_NM,요금제명,STRING,PP_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",17
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,16,NCRG_CHRG,순정요금,"NUMERIC(22, ...)",,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,18
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,17,ENTR_STUS_CD,가입일상태코드,STRING,ENTR_STUS_CD,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",19
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,18,ENTR_STUS_NM,가입일상태명,STRING,ENTR_STUS_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",20
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,19,MRKT_CD,단말코드,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,21
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,20,MRKT_NM,단말명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,22
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,21,TRM_MDL_CD,단말상품군명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,23
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,22,TRM_MDL_NM,단말모델명,STRING,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,24
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,23,SCDEV_USE_YN,2ND단말기사용여부,INT64,,,CSV 미생성,,,현재 합성 CSV 및 분석용 DuckDB에 없음,25
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,24,RMNG_NATN_NM,로밍국가명,STRING,RMNG_NATN_NM,str / None,분석 필드 변환,dim_country,VARCHAR,"dim_country: 공통 이벤트 dimensions.country에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",26
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,25,DPTR_DT,출국일자,STRING,DPTR_DT,str / None,분석 필드 변환,dim_departure_date,VARCHAR,"dim_departure_date: 공통 이벤트 dimensions.departure_date에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",27
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,26,HMCML_DT,귀국일자,STRING,HMCML_DT,str / None,분석 필드 변환,dim_return_date,VARCHAR,"dim_return_date: 공통 이벤트 dimensions.return_date에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",28
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,27,ABRD_STAY_DAYS,국외체류일수,INT64,ABRD_STAY_DAYS,str / None,분석 필드 변환,measure_abroad_stay_days,DOUBLE,measure_abroad_stay_days: 정수 파싱 후 DOUBLE; 단위 days,29
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,28,SPPS_CD,부가서비스코드,STRING,SPPS_CD,str / None,분석 필드 변환,dim_product_code,VARCHAR,"dim_product_code: 공통 이벤트 dimensions.product_code에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",30
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,29,SPPS_NM,부가서비스명,STRING,SPPS_NM,str / None,분석 필드 변환,text,VARCHAR,text: 문자열 변환,31
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,30,SPPS_ENTR_STUS_CD,부가서비스가입상태코드,STRING,SPPS_ENTR_STUS_CD,str / None,분석 필드 변환,outcome,VARCHAR,outcome: 문자열 변환; 제외 패턴 일치 값은 unknown,32
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,31,SPPS_ENTR_STUS_NM,부가서비스가입상태명,STRING,SPPS_ENTR_STUS_NM,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",33
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,32,SPPS_FRST_ENTR_DT,부가서비스최초가입일자,STRING,SPPS_FRST_ENTR_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",34
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,33,SPPS_STRT_DT,부가서비스시작일자,STRING,SPPS_STRT_DT,str / None,분석 필드 변환,dim_service_start_date,VARCHAR,"dim_service_start_date: 공통 이벤트 dimensions.service_start_date에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",35
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,34,SPPS_END_DT,부가서비스종료일자,STRING,SPPS_END_DT,str / None,분석 필드 변환,dim_service_end_date,VARCHAR,"dim_service_end_date: 공통 이벤트 dimensions.service_end_date에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",36
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,35,RTNG_STRT_DT,과금시작일자,STRING,RTNG_STRT_DT,str / None,분석 필드 변환,dim_rating_start_date,VARCHAR,"dim_rating_start_date: 공통 이벤트 dimensions.rating_start_date에서 평탄화; 문자열 유지, 제외 패턴 일치 값은 미노출",37
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,36,RTNG_END_DT,과금종료일자,STRING,RTNG_END_DT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",38
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,37,PP_USE_DAYS,요금제사용일수,INT64,PP_USE_DAYS,str / None,분석 필드 변환,measure_plan_use_days,DOUBLE,measure_plan_use_days: 정수 파싱 후 DOUBLE; 단위 days,39
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,38,MERT_USE_DAYS,증량제사용일수,INT64,MERT_USE_DAYS,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",40
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,39,DATA_USAG,데이터사용량,"NUMERIC(22, ...)",DATA_USAG,str / None,분석 필드 변환,measure_data_usage,DOUBLE,measure_data_usage: 실수 파싱 후 DOUBLE; 단위 bytes,41
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,40,ALL_VCE_PHCL_U...,전체음성통화사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",42
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,41,VCE_PHCL_RCP_...,음성통화수신사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",43
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,42,VCE_PHCL_DSP_...,음성통화발신사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",44
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,43,ALL_VDO_PHCL_U...,전체영상통화사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",45
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,44,VDO_PHCL_RCP_...,영상통화수신사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",46
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,45,VDO_PHCL_DSP...,영상통화발신사용량,"NUMERIC(22, ...)",,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",47
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,46,RMNG_LTTR_CNT,로밍문자건수,INT64,RMNG_LTTR_CNT,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",48
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,47,SVC_ATRC_DEAL...,서비스유치대리점코드,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",49
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,48,SVC_ATRC_DEAL...,서비스유치대리점명,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",50
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,49,SVC_ENTR_OPTR...,서비스가입처리자ID,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",51
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,50,LAST_RMNG_PP...,최종로밍요금제시...,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",52
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,51,LAST_RMNG_PP...,최종로밍요금제코드,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",53
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,52,LAST_RMNG_PP...,최종로밍요금제명,STRING,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",54
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,53,YY1_RMNG_USE...,1년로밍사용여부,INT64,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",55
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,54,YY3_RMNG_USE...,3년로밍사용여부,INT64,,,원안 물리명 잘림 / CSV 미생성,,,"원문 표기 그대로 기록, 전체 물리명 추정 안 함",56
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,55,BQ_LOAD_DTTM,BQ적재일시,DATETIME,BQ_LOAD_DTTM,str / None,분석 필드 변환,occurred_at,TIMESTAMP,"occurred_at: Asia/Seoul로 해석 후 UTC 변환, timezone 정보 제거",57
L1DA_RMNG_USE_MMLY_INTG_H,hackathon_roaming_usage,56,BQ_LOAD_USER_ID,BQ적재사용자ID,STRING,BQ_LOAD_USER_ID,str / None,CSV만 유지,,,"CSV 물리명 유지, Source 매핑 없음",58
